asset_id,address,x,y,asset_type,insured_value_dkk
A-208610,Noerregade 24,707133.86,6164106.70,residential,15674000
A-207275,Bakkevej 14,699347.87,6139030.23,industrial,34335000
A-206447,Egevej 127,701141.61,6173279.56,residential,23857000
A-200522,Aavej 156,728671.31,6163808.66,residential,31459000
A-211745,Egevej 70,704353.54,6164205.97,commercial,21611000
A-208241,Stationsvej 42,542327.07,6202180.77,residential,15493000
A-203915,Bakkevej 11,582835.79,6209424.59,agricultural,24852000
A-211709,Moellevej 176,722321.43,6216742.42,residential,14469000
A-213392,Skovvej 12,542431.37,6201841.07,commercial,21759000
A-202115,Stationsvej 222,558180.75,6339144.34,residential,35368000
A-211355,Havnegade 215,726524.25,6198019.23,residential,8096000
A-213932,Egevej 188,706469.60,6172126.50,commercial,40456000
A-209969,Aavej 163,700283.15,6209153.75,public,3752000
A-204932,Noerregade 66,544470.44,6262019.18,commercial,10539000
A-203192,Kirkevej 124,705422.48,6173480.38,residential,40499000
A-200720,Egevej 22,576511.38,6119259.31,industrial,18731000
A-200159,Vestergade 212,542172.09,6200292.98,commercial,30091000
A-209294,Engvej 119,687303.15,6148610.62,public,13802000
A-210161,Skovvej 86,498988.81,6240100.32,public,26548000
A-200672,Skovvej 145,554368.69,6252102.20,commercial,18831000
A-200498,Toftevej 71,556391.20,6200585.84,industrial,36873000
A-200840,Skovvej 56,645031.49,6125163.82,industrial,40054000
A-204491,Noerregade 233,639130.91,6177272.76,residential,21638000
A-214889,Vestergade 207,583568.63,6215723.81,residential,37577000
A-200570,Bakkevej 59,684185.15,6186306.94,agricultural,17864000
A-213179,Birkevej 74,667102.79,6201685.32,commercial,40062000
A-210329,Engvej 12,519681.47,6266524.74,residential,6206000
A-208565,Strandvej 112,699922.53,6215227.29,residential,480000
A-208109,Strandvej 85,512158.63,6203283.61,public,7372000
A-209693,Noerregade 208,595082.82,6339071.80,public,38406000
A-203867,Skovvej 118,577819.97,6144430.52,public,39366000
A-203585,Moellevej 165,528387.60,6194410.80,residential,5622000
A-200288,Strandvej 186,616907.05,6141832.33,residential,6363000
A-205376,Soendergade 218,501644.68,6211615.55,commercial,29546000
A-214493,Skovvej 221,703310.09,6125165.52,public,28999000
A-212768,Vestergade 83,675103.01,6150542.60,residential,25116000
A-213125,Toftevej 162,597024.07,6133555.28,residential,41480000
A-212471,Lindevej 108,681787.14,6187187.22,industrial,6128000
A-208616,Aavej 45,703343.04,6212823.55,agricultural,31883000
A-214619,Havnegade 137,698179.54,6157350.31,industrial,24352000
A-200060,Bakkevej 132,567598.00,6221050.01,residential,36340000
A-212513,Skovvej 212,665719.09,6160815.50,residential,10843000
A-213053,Vestergade 51,667925.01,6167445.98,agricultural,29440000
A-200144,Noerregade 202,554250.31,6095192.05,commercial,16679000
A-212573,Soendergade 191,586314.29,6153103.35,industrial,34434000
A-206273,Toftevej 40,570754.42,6115771.99,agricultural,10701000
A-210722,Noerregade 6,505983.98,6115070.57,industrial,17866000
A-204206,Stationsvej 128,609558.41,6135686.08,industrial,38597000
A-201176,Aavej 187,711411.31,6201000.17,commercial,1395000
A-208031,Strandvej 109,566161.78,6197979.68,commercial,34987000
A-214085,Birkevej 155,565510.44,6307764.75,industrial,33348000
A-205670,Moellevej 140,580526.74,6138146.36,residential,971000
A-210074,Birkevej 182,548961.53,6095073.35,residential,14632000
A-212114,Aavej 18,514602.99,6219522.16,commercial,29660000
A-202700,Birkevej 159,563846.95,6158626.01,commercial,10014000
A-214211,Lindevej 224,542873.55,6222990.49,residential,7957000
A-201749,Skovvej 161,709289.77,6167711.96,residential,958000
A-213905,Skovvej 25,677167.41,6175530.08,industrial,1265000
A-200105,Lindevej 33,723754.73,6204410.08,agricultural,31240000
A-205460,Stationsvej 63,572838.05,6267863.08,residential,22845000
A-211838,Bakkevej 214,727758.55,6186364.15,industrial,17684000
A-205826,Noerregade 221,690524.81,6125331.40,residential,34410000
A-209813,Stationsvej 174,726523.29,6183033.72,agricultural,22398000
A-200093,Aavej 39,705428.53,6170249.50,commercial,22305000
A-208367,Egevej 6,481238.69,6276865.53,residential,33091000
A-212306,Strandvej 166,567682.62,6263052.86,residential,25238000
A-201038,Skovvej 39,553458.96,6235599.62,residential,25330000
A-207479,Egevej 230,719902.07,6191896.03,commercial,38897000
A-205997,Egevej 231,574856.40,6238109.11,public,41955000
A-200345,Moellevej 193,676955.24,6167786.69,residential,35148000
A-205496,Vestergade 108,547704.03,6263976.81,residential,13807000
A-208370,Lindevej 112,585262.17,6253639.57,public,10919000
A-207800,Kirkevej 173,702190.90,6188510.39,industrial,36284000
A-210119,Kirkevej 188,715938.06,6200847.89,residential,29700000
A-207875,Engvej 67,715402.53,6200019.45,residential,40049000
A-203486,Birkevej 117,708077.34,6188925.41,public,11653000
A-203198,Skovvej 3,720092.45,6190639.29,agricultural,2600000
A-208796,Soendergade 227,715265.57,6196670.98,residential,18361000
A-213110,Soendergade 36,551102.44,6113170.03,public,24341000
A-213827,Birkevej 128,595548.46,6124021.90,industrial,8719000
A-211100,Kirkevej 14,680168.46,6151054.70,industrial,17186000
A-202475,Stationsvej 193,721104.06,6210492.06,agricultural,28394000
A-206987,Engvej 3,657757.74,6163384.27,residential,14223000
A-204332,Skovvej 29,581083.52,6193650.76,residential,8854000
A-209801,Birkevej 205,565023.06,6239729.90,public,5177000
A-205235,Stationsvej 119,547700.92,6204368.65,agricultural,39620000
A-204830,Noerregade 191,725198.52,6174279.55,residential,20008000
A-205520,Engvej 180,711228.90,6206276.22,agricultural,23998000
A-213458,Stationsvej 211,573435.88,6236520.62,industrial,38760000
A-213047,Kirkevej 193,563897.72,6143047.58,commercial,7832000
A-201806,Soendergade 178,715917.99,6175183.89,agricultural,40357000
A-209678,Engvej 101,654011.45,6151604.68,industrial,24357000
A-211889,Kirkevej 223,534370.57,6202932.77,commercial,31152000
A-213137,Skovvej 61,543317.33,6190638.64,public,36803000
A-201980,Kirkevej 94,719935.80,6183245.90,residential,39876000
A-200948,Vestergade 199,584018.13,6202920.17,public,35850000
A-211748,Strandvej 228,660487.07,6134464.58,industrial,14958000
A-213488,Aavej 117,700956.33,6180316.78,industrial,31797000
A-200600,Strandvej 25,725411.89,6182048.72,commercial,39527000
A-212177,Noerregade 133,707629.08,6196531.68,residential,12763000
A-213716,Stationsvej 70,546784.40,6265552.15,residential,11971000
A-211586,Kirkevej 12,531176.83,6270693.50,residential,24523000
A-210788,Kirkevej 172,520970.49,6122713.32,public,27319000
A-213635,Toftevej 172,511423.17,6130710.50,commercial,20246000
A-210176,Kirkevej 42,647975.18,6195297.43,residential,7211000
A-206690,Havnegade 46,700781.40,6198110.33,commercial,13330000
A-209060,Aavej 14,558678.62,6238003.44,residential,5077000
A-213365,Bakkevej 80,661131.91,6128854.18,public,21877000
A-208310,Egevej 186,529088.69,6192592.49,residential,16547000
A-208208,Havnegade 219,535723.53,6242672.92,agricultural,6677000
A-211844,Kirkevej 6,585110.43,6325512.97,residential,35162000
A-202397,Soendergade 40,496732.32,6232041.16,residential,8704000
A-205406,Birkevej 9,547805.35,6133754.55,agricultural,16215000
A-210395,Bakkevej 115,556798.63,6136843.27,commercial,23563000
A-206348,Bakkevej 228,538358.22,6241378.33,public,41990000
A-209846,Aavej 46,581288.14,6199768.02,industrial,8501000
A-210548,Strandvej 172,676955.04,6144101.14,commercial,40534000
A-204836,Lindevej 62,542083.62,6193075.60,agricultural,36706000
A-210911,Moellevej 1,698247.58,6189581.73,residential,5648000
A-214406,Moellevej 22,537195.30,6235732.58,industrial,28980000
A-200018,Moellevej 47,551442.46,6127296.41,public,14680000
A-214964,Stationsvej 21,474087.49,6164202.42,public,25196000
A-208589,Stationsvej 47,589891.50,6165655.53,residential,12317000
A-200045,Bakkevej 98,509821.97,6163753.46,residential,31833000
A-213896,Bakkevej 166,542138.65,6188237.58,agricultural,24463000
A-201611,Vestergade 93,563458.03,6242151.44,public,15187000
A-213989,Aavej 200,538054.03,6251842.58,industrial,2409000
A-202421,Bakkevej 212,715249.94,6190026.47,commercial,30007000
A-207299,Birkevej 97,563012.57,6158371.09,residential,783000
A-211205,Lindevej 151,722793.48,6185953.42,industrial,21455000
A-214034,Aavej 9,477773.00,6165627.59,residential,20282000
A-206486,Noerregade 183,515603.77,6186162.91,residential,12855000
A-212666,Egevej 227,662774.61,6154047.54,industrial,30428000
A-211556,Stationsvej 77,715458.46,6209479.22,residential,32312000
A-201929,Toftevej 20,496323.83,6244362.14,residential,7568000
A-202343,Birkevej 175,714689.50,6208544.29,residential,5686000
A-205733,Moellevej 234,565095.00,6271621.47,residential,19874000
A-213335,Egevej 207,581521.37,6104774.24,residential,2633000
A-205289,Moellevej 139,569189.34,6368063.47,commercial,14118000
A-211739,Aavej 99,582155.84,6237261.64,industrial,41716000
A-214016,Skovvej 95,714774.60,6162309.99,residential,7476000
A-213176,Soendergade 172,547195.67,6204290.94,residential,27952000
A-211235,Engvej 36,581617.38,6265755.67,residential,40464000
A-205094,Strandvej 16,634955.67,6153176.80,residential,29671000
A-204041,Kirkevej 183,528814.63,6246668.49,agricultural,904000
A-207752,Skovvej 120,603749.70,6128932.83,public,9362000
A-201677,Vestergade 238,540714.19,6210522.22,residential,20055000
A-202109,Havnegade 3,692296.50,6126022.46,residential,32205000
A-205832,Havnegade 107,474485.20,6153094.25,residential,29343000
A-211571,Strandvej 11,718987.91,6180483.85,residential,5944000
A-214985,Kirkevej 201,561919.81,6199992.79,agricultural,17332000
A-207107,Strandvej 115,572334.81,6232468.02,industrial,24375000
A-204785,Aavej 99,566269.00,6204113.88,commercial,38981000
A-212549,Engvej 139,579185.85,6212169.04,residential,10465000
A-204452,Skovvej 189,637582.85,6195173.18,agricultural,25037000
A-208328,Kirkevej 171,561937.72,6154332.83,industrial,2564000
A-210953,Kirkevej 13,683467.33,6133408.50,residential,20621000
A-211970,Birkevej 205,720614.53,6177136.51,agricultural,28119000
A-207161,Bakkevej 37,586698.94,6113970.84,residential,32499000
A-211421,Aavej 127,496425.22,6298217.39,public,17966000
A-209885,Toftevej 149,705047.77,6202668.96,public,19239000
A-205136,Soendergade 135,685789.49,6198638.47,commercial,10756000
A-206228,Aavej 77,530708.42,6380262.10,residential,17676000
A-201524,Kirkevej 215,717710.70,6213858.35,residential,40504000
A-204491,Aavej 219,569024.42,6167329.78,commercial,28224000
A-212099,Strandvej 121,497432.47,6225293.47,residential,11339000
A-209297,Egevej 234,566531.20,6139583.36,residential,4415000
A-201017,Havnegade 240,709887.96,6170855.30,agricultural,39527000
A-200543,Egevej 185,697733.90,6207405.85,residential,2441000
A-212828,Aavej 153,575664.63,6230046.49,residential,35810000
A-214502,Egevej 125,663722.86,6121264.59,residential,14579000
A-207158,Toftevej 150,726829.15,6197632.15,residential,17080000
A-213965,Kirkevej 14,571308.48,6097781.47,residential,28264000
A-207281,Kirkevej 61,659423.57,6181481.65,residential,13043000
A-210617,Birkevej 57,701746.21,6186807.92,agricultural,9306000
A-200762,Kirkevej 59,611484.88,6132299.18,commercial,8153000
A-214895,Soendergade 194,577974.04,6328946.27,agricultural,17087000
A-201605,Toftevej 131,510727.12,6258586.31,residential,19710000
A-200759,Strandvej 39,699998.95,6188453.07,public,20264000
A-204197,Stationsvej 21,719484.47,6177431.58,residential,16425000
A-211736,Vestergade 192,599735.00,6160822.41,commercial,40250000
A-211226,Stationsvej 61,723662.53,6185078.89,agricultural,2428000
A-208154,Aavej 14,589041.84,6364651.12,industrial,25863000
A-201161,Skovvej 121,547693.17,6265988.49,public,8499000
A-202241,Stationsvej 68,727476.33,6193406.19,commercial,12789000
A-200618,Havnegade 47,719774.18,6191506.72,residential,22402000
A-204236,Skovvej 36,721643.83,6161828.14,residential,26595000
A-212687,Egevej 139,554709.55,6227356.76,agricultural,9372000
A-212705,Soendergade 220,697418.70,6198562.36,residential,12619000
A-203378,Aavej 228,699242.15,6193908.02,residential,6632000
A-209405,Strandvej 130,712221.63,6207393.56,residential,24932000
A-205355,Moellevej 61,516237.37,6226683.31,industrial,33259000
A-201650,Egevej 238,613718.58,6106425.17,residential,5337000
A-206336,Vestergade 118,487581.07,6277391.79,residential,34462000
A-210941,Toftevej 8,684529.70,6195673.10,agricultural,30888000
A-210170,Toftevej 31,676809.82,6120369.92,commercial,8214000
A-211130,Soendergade 203,583345.44,6100614.04,residential,37140000
A-206945,Aavej 32,613286.58,6128213.61,public,41975000
A-209156,Noerregade 10,542410.89,6237691.95,public,22960000
A-213434,Moellevej 95,614833.94,6104224.95,residential,40556000
A-213290,Toftevej 55,527680.68,6225468.23,industrial,37723000
A-213527,Vestergade 221,587139.66,6211878.75,residential,13131000
A-212678,Birkevej 101,574076.13,6199711.47,agricultural,40681000
A-209765,Stationsvej 127,513442.76,6284184.56,commercial,33254000
A-202538,Soendergade 237,556980.61,6212452.80,industrial,574000
A-207803,Egevej 198,524025.30,6289086.92,residential,13324000
A-214928,Stationsvej 161,475937.80,6243121.64,industrial,30283000
A-212936,Soendergade 174,728099.00,6194746.89,commercial,24377000
A-202691,Egevej 181,680950.52,6136079.30,residential,24304000
A-208076,Aavej 35,552462.45,6224865.35,commercial,16403000
A-200399,Toftevej 131,706023.42,6203011.97,industrial,12400000
A-212717,Strandvej 189,684830.79,6120465.74,residential,7595000
A-201809,Moellevej 67,538382.05,6196476.57,industrial,24959000
A-212510,Moellevej 98,700107.80,6173717.85,residential,4102000
A-204374,Soendergade 28,703608.04,6163019.80,public,27521000
A-208685,Egevej 20,515783.37,6199890.79,commercial,13816000
A-205814,Egevej 25,703925.64,6202508.46,residential,31328000
A-210869,Bakkevej 193,486530.71,6280425.48,industrial,10616000
A-212465,Stationsvej 179,705458.66,6207847.99,residential,40127000
A-207269,Noerregade 143,583635.05,6213696.87,public,11875000
A-208094,Skovvej 8,717777.53,6206853.69,agricultural,23965000
A-201248,Bakkevej 61,714248.55,6169297.46,residential,13430000
A-211553,Lindevej 44,511600.51,6155933.77,industrial,38502000
A-203966,Egevej 220,564774.54,6347855.66,agricultural,32041000
A-214457,Stationsvej 177,711446.66,6190132.81,industrial,35448000
A-212084,Havnegade 171,723792.98,6203001.88,public,29903000
A-200447,Engvej 92,725688.40,6215691.59,residential,22263000
A-207836,Engvej 228,601488.47,6117007.69,residential,10666000
A-213464,Engvej 107,698852.25,6189063.69,residential,7701000
A-202550,Egevej 130,704969.07,6121888.82,public,28745000
A-201887,Havnegade 97,573550.42,6130631.49,residential,33485000
A-208316,Noerregade 224,533100.16,6259277.50,public,25102000
A-210281,Moellevej 215,726276.01,6191674.97,agricultural,26387000
A-213095,Skovvej 220,712447.29,6190181.57,public,40524000
A-213191,Soendergade 192,668732.68,6188062.68,residential,17712000
A-213071,Egevej 120,544617.70,6139258.65,residential,26890000
A-207317,Kirkevej 106,586123.05,6106372.94,public,37301000
A-209279,Strandvej 36,726371.68,6205603.23,residential,1631000
A-203261,Egevej 43,539030.96,6276137.17,residential,27743000
A-209924,Strandvej 152,537281.44,6177360.46,residential,17123000
A-200357,Havnegade 130,703202.27,6191965.81,commercial,30338000
A-210014,Engvej 64,577850.27,6201331.43,residential,30137000
A-208607,Kirkevej 36,614549.08,6121421.55,commercial,28995000
A-202034,Vestergade 139,550749.47,6105848.07,agricultural,21872000
A-200363,Noerregade 54,706399.72,6216510.60,residential,27934000
A-212672,Engvej 57,550337.20,6233565.19,residential,17551000
A-201263,Kirkevej 150,568366.92,6222346.09,commercial,17214000
A-212642,Aavej 187,711380.57,6198753.65,industrial,11753000
A-205217,Bakkevej 78,571494.69,6252292.30,public,18839000
A-212054,Egevej 135,725491.87,6211792.74,agricultural,18055000
A-214817,Skovvej 122,598092.10,6125569.30,agricultural,25593000
A-213254,Aavej 198,554859.33,6130069.61,public,6847000
A-211406,Stationsvej 53,514536.79,6304689.63,commercial,40401000
A-203579,Havnegade 4,705225.73,6136695.97,residential,20706000
A-201488,Bakkevej 96,520330.89,6294458.65,residential,32000000
A-206375,Stationsvej 85,695538.06,6129676.47,industrial,18503000
A-209549,Stationsvej 237,568819.26,6250926.13,residential,35272000
A-214388,Strandvej 121,560559.40,6196596.32,residential,2135000
A-201758,Noerregade 132,477888.87,6296886.13,residential,23322000
A-210902,Skovvej 86,713580.85,6170300.65,commercial,14335000
A-207431,Vestergade 223,705979.90,6168362.20,residential,9376000
A-202742,Engvej 211,615493.73,6128382.26,public,29211000
A-201299,Vestergade 131,684122.82,6186628.19,residential,28584000
A-209366,Engvej 192,564734.38,6382317.66,residential,35761000
A-209945,Toftevej 65,533047.44,6274787.69,public,26899000
A-203957,Stationsvej 189,538091.41,6244851.74,residential,34296000
A-210011,Aavej 82,567863.93,6246179.84,commercial,12103000
A-209942,Birkevej 120,724786.28,6165099.34,residential,19658000
A-204956,Skovvej 94,654234.09,6166907.64,commercial,36518000
A-213389,Stationsvej 114,562858.03,6198296.28,agricultural,9372000
A-206726,Egevej 230,534302.03,6230196.47,agricultural,730000
A-202367,Birkevej 170,503603.72,6291824.77,residential,18526000
A-209687,Lindevej 20,559022.14,6252724.97,residential,12731000
A-210584,Strandvej 220,646029.69,6197540.07,commercial,22864000
A-208634,Aavej 213,512639.73,6289729.05,commercial,28820000
A-205868,Aavej 196,636556.46,6192141.17,industrial,19971000
